station_id,timestamp,DO,pH,conductivity,turbidity,BOD,nitrate
STN_D,2025-01-04 10:00:00,5.31,7.14,510.42,25.69,12.68,13.5
STN_A,2025-01-04 11:00:00,7.33,7.53,325.32,9.65,4.02,4.52
STN_B,2025-01-04 11:00:00,6.33,7.31,369.92,11.83,5.41,6.86
STN_C,2025-01-04 11:00:00,5.11,7.19,450.06,16.82,9.57,10.61
STN_D,2025-01-04 11:00:00,4.49,7.01,508.51,23.64,12.71,12.93
STN_A,2025-01-04 12:00:00,6.77,7.29,329.58,6.19,4.09,5.21
STN_B,2025-01-04 12:00:00,6.65,7.24,334.75,12.32,7.49,7.79
STN_C,2025-01-04 12:00:00,5.61,7.11,462.15,16.59,9.43,10.35
STN_D,2025-01-04 12:00:00,5.16,7.27,525.93,24.28,12.03,11.98
STN_A,2025-01-04 13:00:00,6.51,7.39,312.18,8.27,3.39,5.72
STN_B,2025-01-04 13:00:00,6.12,7.32,375.13,12.28,6.71,6.53
STN_C,2025-01-04 13:00:00,5.22,7.1,429.86,16.82,8.67,10.57
STN_D,2025-01-04 13:00:00,4.8,7.04,532.81,24.84,12.36,12.98
STN_A,2025-01-04 14:00:00,6.68,7.35,283.46,7.85,5.18,5.6
STN_B,2025-01-04 14:00:00,6.29,7.4,381.38,12.34,5.55,6.86
STN_C,2025-01-04 14:00:00,5.48,7.19,447.96,17.37,9.05,10.41
STN_D,2025-01-04 14:00:00,4.16,6.81,511.79,23.22,11.64,12.96
STN_A,2025-01-04 15:00:00,6.36,7.49,324.95,8.5,4.55,4.36
STN_B,2025-01-04 15:00:00,6.21,7.27,390.1,10.44,4.8,7.54
STN_C,2025-01-04 15:00:00,5.31,7.0,437.0,19.74,8.1,11.03
STN_D,2025-01-04 15:00:00,4.22,7.03,515.12,25.95,11.61,12.95
STN_A,2025-01-04 16:00:00,6.43,7.28,331.16,7.28,3.86,4.45
STN_B,2025-01-04 16:00:00,5.05,7.25,416.24,13.22,6.03,6.89
STN_C,2025-01-04 16:00:00,5.12,7.1,432.34,19.72,9.62,10.48
STN_D,2025-01-04 16:00:00,4.55,6.96,530.14,25.94,11.76,12.7
STN_A,2025-01-04 17:00:00,6.4,7.48,301.46,5.85,4.18,5.08
STN_B,2025-01-04 17:00:00,5.82,7.27,376.7,14.28,4.77,6.55
STN_C,2025-01-04 17:00:00,5.03,6.92,447.41,20.54,9.07,10.19
STN_D,2025-01-04 17:00:00,3.99,6.9,514.42,24.57,13.07,13.38
STN_A,2025-01-04 18:00:00,6.02,7.37,327.52,9.76,5.31,4.44
STN_B,2025-01-04 18:00:00,5.51,7.15,376.54,12.75,6.84,7.0
STN_C,2025-01-04 18:00:00,4.95,7.06,437.52,21.18,7.76,10.16
STN_D,2025-01-04 18:00:00,4.96,6.95,517.2,24.51,11.9,13.87
STN_A,2025-01-04 19:00:00,5.7,7.48,298.69,7.65,3.71,5.4
STN_B,2025-01-04 19:00:00,5.29,7.29,410.41,10.0,6.2,6.65
STN_C,2025-01-04 19:00:00,5.19,7.05,440.43,18.78,10.49,9.93
STN_D,2025-01-04 19:00:00,4.58,6.85,505.7,25.76,13.24,13.26
STN_A,2025-01-04 20:00:00,6.32,7.36,301.29,8.96,4.76,4.78
STN_B,2025-01-04 20:00:00,5.68,7.28,373.5,11.95,7.73,6.9
STN_C,2025-01-04 20:00:00,5.01,7.01,461.21,17.78,8.53,10.84
STN_D,2025-01-04 20:00:00,4.84,6.92,492.05,26.56,11.5,13.52
STN_A,2025-01-04 21:00:00,5.91,7.45,301.88,9.15,4.06,4.48
STN_B,2025-01-04 21:00:00,5.77,7.33,381.64,12.93,7.63,6.11
STN_C,2025-01-04 21:00:00,5.68,7.09,436.57,16.06,8.9,10.6
STN_D,2025-01-04 21:00:00,4.46,7.1,498.28,25.03,11.05,13.27
STN_A,2025-01-04 22:00:00,6.87,7.37,280.99,8.35,4.4,5.29
STN_B,2025-01-04 22:00:00,6.37,7.22,390.25,13.84,4.63,7.24
STN_C,2025-01-04 22:00:00,5.15,7.09,455.27,17.32,8.51,10.07
STN_D,2025-01-04 22:00:00,4.27,6.91,530.24,23.33,12.58,13.33
STN_A,2025-01-04 23:00:00,6.2,7.37,337.96,6.58,3.68,5.33
STN_B,2025-01-04 23:00:00,6.36,7.31,371.09,14.19,7.44,7.64
STN_C,2025-01-04 23:00:00,5.45,7.06,437.59,18.84,9.39,10.89
STN_D,2025-01-04 23:00:00,4.92,6.91,535.83,23.55,11.74,13.2
STN_A,2025-01-05 00:00:00,7.45,7.7,329.15,7.78,4.48,5.58
STN_B,2025-01-05 00:00:00,6.16,7.5,383.5,12.8,6.58,7.31
STN_C,2025-01-05 00:00:00,5.8,7.1,441.68,16.4,9.4,10.52
STN_D,2025-01-05 00:00:00,4.99,7.19,519.97,26.06,11.18,12.82
STN_A,2025-01-05 01:00:00,7.19,7.55,315.64,7.95,2.84,4.84
STN_B,2025-01-05 01:00:00,6.65,7.42,387.56,12.13,6.06,6.66
STN_C,2025-01-05 01:00:00,5.89,7.21,457.43,17.26,7.33,10.71
STN_D,2025-01-05 01:00:00,4.84,7.01,530.45,24.46,12.9,13.42
STN_A,2025-01-05 02:00:00,7.31,7.39,338.23,8.45,3.76,5.14
STN_B,2025-01-05 02:00:00,5.97,7.44,364.61,10.02,4.84,7.72
STN_C,2025-01-05 02:00:00,5.61,7.33,442.02,15.49,8.16,10.79
STN_D,2025-01-05 02:00:00,5.06,7.06,522.45,25.81,12.95,13.92
STN_A,2025-01-05 03:00:00,7.1,7.42,313.85,8.44,3.28,4.48
STN_B,2025-01-05 03:00:00,6.71,7.42,380.55,10.92,5.87,6.5
STN_C,2025-01-05 03:00:00,6.17,7.31,422.36,16.66,7.86,9.66
STN_D,2025-01-05 03:00:00,5.18,7.01,506.23,23.55,12.22,13.1
STN_A,2025-01-05 04:00:00,7.07,7.55,311.85,7.65,5.39,5.86
STN_B,2025-01-05 04:00:00,6.3,7.51,392.23,10.33,6.71,7.98
STN_C,2025-01-05 04:00:00,5.65,7.17,465.32,18.46,9.5,10.26
STN_D,2025-01-05 04:00:00,5.4,7.03,535.76,26.81,11.87,13.03
STN_A,2025-01-05 05:00:00,6.88,7.59,328.64,7.96,4.95,4.85
STN_B,2025-01-05 05:00:00,6.91,7.37,379.7,11.79,6.24,6.83
STN_C,2025-01-05 05:00:00,6.0,7.32,443.5,15.64,10.45,10.88
STN_D,2025-01-05 05:00:00,4.95,7.21,512.51,25.45,12.29,12.91
STN_A,2025-01-05 06:00:00,7.12,7.5,306.31,6.81,4.0,4.63
STN_B,2025-01-05 06:00:00,6.96,7.57,371.35,12.41,6.46,7.34
STN_C,2025-01-05 06:00:00,6.08,7.31,457.29,16.2,9.75,10.59
STN_D,2025-01-05 06:00:00,5.13,7.16,530.31,24.74,12.91,14.47
STN_A,2025-01-05 07:00:00,7.1,7.44,324.61,9.14,3.87,5.93
STN_B,2025-01-05 07:00:00,6.34,7.51,370.97,14.63,7.65,6.6
STN_C,2025-01-05 07:00:00,5.87,7.32,444.25,17.99,9.08,8.9
STN_D,2025-01-05 07:00:00,5.33,7.1,512.66,27.22,11.05,13.54
STN_A,2025-01-05 08:00:00,7.21,7.52,331.91,8.57,4.51,5.64
STN_B,2025-01-05 08:00:00,6.59,7.39,363.78,10.82,8.42,7.8
STN_C,2025-01-05 08:00:00,5.58,7.14,457.28,18.88,9.5,9.9
STN_D,2025-01-05 08:00:00,5.25,7.17,521.34,21.73,11.87,12.55
STN_A,2025-01-05 09:00:00,7.26,7.77,325.57,7.59,4.79,5.35
STN_B,2025-01-05 09:00:00,6.74,7.48,410.91,10.36,6.44,6.5
STN_C,2025-01-05 09:00:00,6.08,7.15,443.8,17.61,9.84,10.61
STN_D,2025-01-05 09:00:00,4.84,7.13,509.41,23.17,11.88,12.87
STN_A,2025-01-05 10:00:00,7.84,7.54,299.39,7.21,4.87,6.31
STN_B,2025-01-05 10:00:00,6.03,7.26,408.12,12.64,5.36,7.38
STN_C,2025-01-05 10:00:00,5.02,7.21,454.97,19.44,8.25,10.11
STN_D,2025-01-05 10:00:00,4.83,7.13,506.63,24.45,11.26,13.45
STN_A,2025-01-05 11:00:00,7.24,7.47,320.63,5.89,3.82,5.03
STN_B,2025-01-05 11:00:00,7.17,7.29,402.02,13.55,6.28,8.11
STN_C,2025-01-05 11:00:00,5.8,7.22,449.26,19.89,9.94,9.68
STN_D,2025-01-05 11:00:00,4.59,7.07,508.06,24.96,13.05,12.78
STN_A,2025-01-05 12:00:00,6.85,7.46,332.78,4.69,3.57,5.19
STN_B,2025-01-05 12:00:00,6.62,7.32,351.91,12.99,5.55,6.34
STN_C,2025-01-05 12:00:00,5.37,7.14,440.99,14.75,9.78,10.82
STN_D,2025-01-05 12:00:00,5.05,6.97,517.04,25.05,12.54,13.46
STN_A,2025-01-05 13:00:00,6.51,7.44,326.92,10.24,4.62,5.53
STN_B,2025-01-05 13:00:00,6.15,7.45,386.21,10.77,7.18,7.48
STN_C,2025-01-05 13:00:00,5.3,7.09,454.51,18.75,9.22,10.25
STN_D,2025-01-05 13:00:00,5.24,7.12,522.92,26.47,11.23,13.3
STN_A,2025-01-05 14:00:00,7.15,7.39,307.35,7.08,3.19,4.59
STN_B,2025-01-05 14:00:00,5.9,7.2,380.29,13.41,5.33,7.97
STN_C,2025-01-05 14:00:00,5.46,7.19,440.19,19.34,8.19,10.59
STN_D,2025-01-05 14:00:00,4.66,7.05,502.43,23.72,12.54,12.49
STN_A,2025-01-05 15:00:00,6.65,7.28,332.78,6.21,4.5,5.44
STN_B,2025-01-05 15:00:00,5.7,7.34,383.97,11.25,5.25,5.88
STN_C,2025-01-05 15:00:00,5.31,6.96,451.49,17.66,9.6,9.88
STN_D,2025-01-05 15:00:00,4.41,7.05,525.09,25.53,12.44,12.14
STN_A,2025-01-05 16:00:00,6.65,7.42,304.81,7.69,4.03,4.98
STN_B,2025-01-05 16:00:00,5.93,7.39,396.29,10.09,6.56,7.86
STN_C,2025-01-05 16:00:00,5.24,7.16,480.24,19.6,9.26,10.69
STN_D,2025-01-05 16:00:00,4.47,6.98,514.79,27.41,11.41,13.98
STN_A,2025-01-05 17:00:00,6.53,7.25,325.58,4.91,4.56,5.59
STN_B,2025-01-05 17:00:00,5.6,7.27,409.37,11.3,5.21,7.95
STN_C,2025-01-05 17:00:00,5.67,7.06,465.23,20.07,8.47,9.77
STN_D,2025-01-05 17:00:00,4.75,7.1,528.5,23.74,13.65,12.74
STN_A,2025-01-05 18:00:00,6.26,7.39,343.37,9.34,4.39,5.34
STN_B,2025-01-05 18:00:00,5.77,7.31,342.12,11.62,6.25,6.37
STN_C,2025-01-05 18:00:00,5.18,7.05,476.39,20.42,8.69,9.97
STN_D,2025-01-05 18:00:00,4.34,6.93,522.99,23.92,11.16,13.44
STN_A,2025-01-05 19:00:00,6.57,7.3,333.49,7.11,4.26,5.55
STN_B,2025-01-05 19:00:00,5.77,7.3,372.32,11.77,5.9,6.61
STN_C,2025-01-05 19:00:00,5.03,6.94,442.69,17.63,8.86,9.92
STN_D,2025-01-05 19:00:00,4.36,7.0,533.18,24.09,11.1,12.44
STN_A,2025-01-05 20:00:00,6.28,7.35,308.51,6.12,3.7,5.17
STN_B,2025-01-05 20:00:00,6.01,7.23,373.87,10.67,6.04,6.55
STN_C,2025-01-05 20:00:00,5.3,6.93,444.67,18.51,9.21,11.68
STN_D,2025-01-05 20:00:00,4.53,6.9,518.63,22.4,12.0,12.56
STN_A,2025-01-05 21:00:00,6.78,7.35,318.31,7.11,5.45,4.87
STN_B,2025-01-05 21:00:00,6.46,7.36,387.29,12.62,6.38,5.91
STN_C,2025-01-05 21:00:00,5.13,7.16,449.33,15.96,9.02,11.09
STN_D,2025-01-05 21:00:00,4.88,6.99,534.34,24.51,10.7,12.51
STN_A,2025-01-05 22:00:00,7.08,7.39,316.41,7.61,5.59,6.04
STN_B,2025-01-05 22:00:00,6.68,7.3,384.5,9.79,7.25,6.36
STN_C,2025-01-05 22:00:00,5.38,7.03,441.23,16.81,8.58,9.74
STN_D,2025-01-05 22:00:00,4.45,7.08,503.49,25.39,13.04,12.76
STN_A,2025-01-05 23:00:00,6.52,7.42,337.76,8.36,3.64,5.35
STN_B,2025-01-05 23:00:00,5.8,7.39,386.19,11.6,5.39,6.53
STN_C,2025-01-05 23:00:00,5.6,7.24,440.5,18.75,7.39,9.71
STN_D,2025-01-05 23:00:00,4.73,6.97,506.02,24.06,12.3,12.95
STN_A,2025-01-06 00:00:00,6.19,7.3,310.96,8.75,1.87,4.77
STN_B,2025-01-06 00:00:00,6.11,7.48,374.29,12.64,6.18,5.79
STN_C,2025-01-06 00:00:00,5.8,7.18,457.69,23.95,7.4,11.1
STN_D,2025-01-06 00:00:00,4.78,7.09,519.38,24.43,11.61,13.26
STN_A,2025-01-06 01:00:00,6.54,7.55,313.82,6.37,3.71,5.82
STN_B,2025-01-06 01:00:00,6.23,7.42,369.1,13.2,6.61,8.17
STN_C,2025-01-06 01:00:00,5.64,7.24,451.54,20.01,8.49,10.51
STN_D,2025-01-06 01:00:00,4.94,7.09,521.44,25.44,11.97,13.19
STN_A,2025-01-06 02:00:00,7.59,7.59,333.1,7.38,3.35,5.64
STN_B,2025-01-06 02:00:00,6.78,7.53,371.01,11.72,4.75,6.83
STN_C,2025-01-06 02:00:00,6.11,7.18,459.67,17.78,9.33,9.38
STN_D,2025-01-06 02:00:00,5.14,6.88,517.26,22.62,13.03,13.53
STN_A,2025-01-06 03:00:00,7.36,7.66,305.83,10.69,4.81,4.92
STN_B,2025-01-06 03:00:00,6.96,7.35,367.7,11.15,5.64,6.43
STN_C,2025-01-06 03:00:00,6.29,7.22,455.35,17.21,7.61,10.23
STN_D,2025-01-06 03:00:00,4.65,7.13,499.54,28.05,12.8,13.13
STN_A,2025-01-06 04:00:00,7.68,7.49,328.22,8.37,4.28,5.83
STN_B,2025-01-06 04:00:00,6.92,7.48,355.24,10.63,5.97,7.12
STN_C,2025-01-06 04:00:00,5.66,7.45,472.81,18.97,9.12,9.94
STN_D,2025-01-06 04:00:00,5.01,7.16,523.93,23.2,12.33,12.97
STN_A,2025-01-06 05:00:00,6.78,7.5,313.86,10.9,4.51,4.27
STN_B,2025-01-06 05:00:00,6.9,7.34,396.31,11.36,5.99,7.86
STN_C,2025-01-06 05:00:00,5.66,7.15,441.31,19.63,7.85,8.37
STN_D,2025-01-06 05:00:00,5.22,7.21,538.07,24.37,11.74,13.76
STN_A,2025-01-06 06:00:00,6.81,7.54,322.92,8.74,3.66,5.09
STN_B,2025-01-06 06:00:00,6.02,7.42,386.87,10.59,6.12,7.34
STN_C,2025-01-06 06:00:00,5.97,7.28,435.63,17.76,9.56,10.16
STN_D,2025-01-06 06:00:00,5.19,7.19,530.79,21.99,13.0,12.87
STN_A,2025-01-06 07:00:00,7.48,7.66,299.49,7.0,3.84,4.6
STN_B,2025-01-06 07:00:00,7.27,7.4,371.74,12.38,5.11,6.83
STN_C,2025-01-06 07:00:00,6.15,7.24,448.67,17.27,7.86,10.26
STN_D,2025-01-06 07:00:00,5.88,7.17,523.45,26.11,11.05,14.09
STN_A,2025-01-06 08:00:00,7.36,7.69,309.07,10.8,4.69,5.4
STN_B,2025-01-06 08:00:00,6.77,7.44,398.08,12.28,4.5,6.4
STN_C,2025-01-06 08:00:00,5.95,7.28,449.22,19.9,7.51,10.16
STN_D,2025-01-06 08:00:00,4.76,7.22,518.65,25.7,11.38,13.84
STN_A,2025-01-06 09:00:00,7.54,7.59,318.13,8.94,3.5,5.58
STN_B,2025-01-06 09:00:00,7.12,7.53,369.13,12.61,5.04,7.41
STN_C,2025-01-06 09:00:00,6.06,7.09,432.64,17.65,8.83,9.34
STN_D,2025-01-06 09:00:00,5.34,7.16,517.16,23.94,12.91,14.06
STN_A,2025-01-06 10:00:00,6.98,7.47,327.44,7.53,3.96,5.51
STN_B,2025-01-06 10:00:00,5.95,7.53,381.16,11.45,6.0,7.05
STN_C,2025-01-06 10:00:00,5.3,7.34,450.69,18.73,9.83,9.46
STN_D,2025-01-06 10:00:00,5.26,7.1,532.77,21.88,11.99,12.71
STN_A,2025-01-06 11:00:00,7.13,7.53,309.46,7.0,3.98,4.53
STN_B,2025-01-06 11:00:00,6.65,7.37,336.47,11.51,5.24,6.09
STN_C,2025-01-06 11:00:00,5.33,7.21,470.0,18.54,8.59,10.34
STN_D,2025-01-06 11:00:00,4.86,7.04,502.76,22.44,11.76,13.17
STN_A,2025-01-06 12:00:00,6.84,7.44,305.89,8.98,3.02,5.54
STN_B,2025-01-06 12:00:00,5.97,7.31,358.07,11.32,6.85,7.38
STN_C,2025-01-06 12:00:00,5.86,7.21,433.52,17.58,8.45,10.87
STN_D,2025-01-06 12:00:00,4.51,7.14,533.47,27.82,11.74,13.5
STN_A,2025-01-06 13:00:00,7.43,7.4,297.05,5.25,4.64,3.94
STN_B,2025-01-06 13:00:00,6.03,7.38,382.85,12.71,6.25,7.84
STN_C,2025-01-06 13:00:00,5.16,7.09,438.48,19.32,9.79,10.34
STN_D,2025-01-06 13:00:00,5.1,6.95,545.08,27.36,12.66,14.14
STN_A,2025-01-06 14:00:00,6.13,7.38,309.04,9.15,3.23,5.53
STN_B,2025-01-06 14:00:00,6.43,7.38,384.33,10.59,5.39,7.82
STN_C,2025-01-06 14:00:00,5.56,7.12,443.8,15.03,8.22,11.22
STN_D,2025-01-06 14:00:00,4.24,7.04,535.18,23.19,12.22,13.64
STN_A,2025-01-06 15:00:00,6.52,7.63,295.04,9.66,3.93,5.54
STN_B,2025-01-06 15:00:00,6.05,7.24,383.51,9.29,6.56,7.25
STN_C,2025-01-06 15:00:00,5.41,7.19,455.59,18.3,8.37,9.65
STN_D,2025-01-06 15:00:00,4.88,7.12,516.5,25.14,11.35,13.78
STN_A,2025-01-06 16:00:00,6.64,7.54,306.9,7.51,4.26,5.46
STN_B,2025-01-06 16:00:00,5.78,7.22,393.29,13.16,5.34,7.89
STN_C,2025-01-06 16:00:00,5.49,7.1,451.27,18.9,8.38,10.09
STN_D,2025-01-06 16:00:00,3.79,7.06,496.65,27.33,11.81,12.95
STN_A,2025-01-06 17:00:00,6.2,7.35,341.35,4.34,5.1,5.28
STN_B,2025-01-06 17:00:00,5.43,7.19,405.22,10.66,5.15,7.76
STN_C,2025-01-06 17:00:00,5.19,7.0,453.32,16.54,9.95,10.71
STN_D,2025-01-06 17:00:00,4.55,7.01,546.49,25.07,11.13,13.34
STN_A,2025-01-06 18:00:00,7.0,7.29,314.65,8.7,4.03,4.49
STN_B,2025-01-06 18:00:00,6.11,7.46,383.02,10.72,4.84,7.23
STN_C,2025-01-06 18:00:00,5.41,7.11,450.04,17.19,8.2,10.58
STN_D,2025-01-06 18:00:00,4.65,6.85,543.92,25.94,13.19,12.27
STN_A,2025-01-06 19:00:00,5.98,7.37,327.62,10.77,4.64,4.93
STN_B,2025-01-06 19:00:00,5.48,7.38,365.6,14.52,5.85,8.03
STN_C,2025-01-06 19:00:00,5.3,7.07,442.28,17.56,9.42,10.12
STN_D,2025-01-06 19:00:00,4.21,6.97,521.25,21.88,12.44,12.49
STN_A,2025-01-06 20:00:00,6.1,7.25,293.17,6.04,3.51,6.25
STN_B,2025-01-06 20:00:00,5.68,7.3,386.08,12.27,6.01,6.36
STN_C,2025-01-06 20:00:00,5.58,7.23,424.84,16.54,8.85,9.5
STN_D,2025-01-06 20:00:00,4.59,6.93,552.55,26.86,12.25,13.69
STN_A,2025-01-06 21:00:00,6.85,7.36,307.83,8.19,4.77,5.16
STN_B,2025-01-06 21:00:00,5.45,7.24,378.97,11.96,7.65,6.24
STN_C,2025-01-06 21:00:00,5.37,7.22,484.15,17.47,9.47,10.42
STN_D,2025-01-06 21:00:00,4.58,7.0,526.62,21.28,12.62,13.15
STN_A,2025-01-06 22:00:00,6.56,7.59,309.95,7.47,5.67,4.58
STN_B,2025-01-06 22:00:00,5.86,7.31,392.69,12.39,5.04,6.76
STN_C,2025-01-06 22:00:00,5.14,7.12,456.46,18.7,7.66,10.71
STN_D,2025-01-06 22:00:00,4.7,7.14,526.74,26.73,12.45,13.88
STN_A,2025-01-06 23:00:00,6.9,7.44,354.16,9.41,4.54,4.31
STN_B,2025-01-06 23:00:00,5.76,7.37,382.26,11.16,6.19,8.03
STN_C,2025-01-06 23:00:00,5.66,7.06,448.4,16.87,8.77,9.83
STN_D,2025-01-06 23:00:00,4.6,6.95,518.16,24.24,9.73,14.31
STN_A,2025-01-07 00:00:00,7.2,7.45,320.36,6.32,5.43,6.22
STN_B,2025-01-07 00:00:00,6.32,7.46,382.71,10.07,5.75,7.16
STN_C,2025-01-07 00:00:00,5.44,7.16,448.71,17.96,9.12,9.44
STN_D,2025-01-07 00:00:00,4.66,6.97,534.74,21.92,13.0,13.91
STN_A,2025-01-07 01:00:00,6.92,7.3,314.66,7.98,3.27,4.77
STN_B,2025-01-07 01:00:00,6.87,7.46,366.21,9.68,5.82,6.95
STN_C,2025-01-07 01:00:00,5.86,7.16,457.75,20.98,9.73,10.05
STN_D,2025-01-07 01:00:00,4.95,7.08,537.79,24.14,12.11,13.11
STN_A,2025-01-07 02:00:00,6.98,7.42,324.92,7.99,4.48,4.76
STN_B,2025-01-07 02:00:00,6.89,7.36,405.76,9.46,6.43,7.36
STN_C,2025-01-07 02:00:00,5.59,7.26,469.27,14.75,9.48,8.58
STN_D,2025-01-07 02:00:00,4.84,7.26,511.35,23.32,11.92,14.32
STN_A,2025-01-07 03:00:00,6.68,7.47,342.54,10.87,4.0,4.34
STN_B,2025-01-07 03:00:00,7.26,7.58,390.26,10.86,6.04,6.98
STN_C,2025-01-07 03:00:00,6.03,7.37,463.27,16.46,10.18,10.27
STN_D,2025-01-07 03:00:00,5.44,7.27,503.41,25.03,11.65,12.14
STN_A,2025-01-07 04:00:00,7.42,7.77,292.48,8.03,4.59,5.15
STN_B,2025-01-07 04:00:00,6.68,7.36,383.57,10.94,4.33,7.8
STN_C,2025-01-07 04:00:00,6.3,7.27,453.52,19.69,9.26,10.62
STN_D,2025-01-07 04:00:00,5.22,7.27,524.89,25.37,11.06,13.25
STN_A,2025-01-07 05:00:00,7.11,7.53,307.85,6.48,5.78,5.88
STN_B,2025-01-07 05:00:00,7.34,7.38,381.15,10.14,5.52,6.53
STN_C,2025-01-07 05:00:00,6.44,7.25,466.11,18.99,10.92,9.19
STN_D,2025-01-07 05:00:00,5.74,7.27,505.48,26.59,12.35,12.94
STN_A,2025-01-07 06:00:00,7.13,7.52,350.83,8.08,4.71,4.61
STN_B,2025-01-07 06:00:00,6.55,7.57,359.84,11.46,6.11,7.15
STN_C,2025-01-07 06:00:00,6.03,7.31,460.47,19.18,8.29,9.91
STN_D,2025-01-07 06:00:00,5.74,7.25,499.49,25.61,10.5,13.11
STN_A,2025-01-07 07:00:00,7.93,7.5,307.57,9.23,2.85,4.7
STN_B,2025-01-07 07:00:00,6.94,7.43,376.54,13.2,6.42,7.24
STN_C,2025-01-07 07:00:00,5.96,7.31,448.23,18.77,8.68,9.97
STN_D,2025-01-07 07:00:00,5.07,7.18,507.92,23.41,12.29,13.21
STN_A,2025-01-07 08:00:00,7.55,7.53,326.2,8.91,4.44,4.59
STN_B,2025-01-07 08:00:00,6.76,7.5,380.19,8.95,6.21,8.41
STN_C,2025-01-07 08:00:00,5.91,7.21,455.68,18.55,10.04,9.33
STN_D,2025-01-07 08:00:00,5.53,7.22,517.95,25.59,12.91,13.61
STN_A,2025-01-07 09:00:00,6.89,7.62,319.11,8.19,4.14,4.99
STN_B,2025-01-07 09:00:00,6.99,7.45,363.29,11.49,6.23,7.82
STN_C,2025-01-07 09:00:00,6.12,7.19,487.36,18.48,10.1,9.99
STN_D,2025-01-07 09:00:00,5.4,7.22,538.36,26.67,12.78,12.89
STN_A,2025-01-07 10:00:00,6.96,7.56,334.08,7.75,4.94,5.95
STN_B,2025-01-07 10:00:00,6.26,7.37,377.98,12.54,5.66,7.89
STN_C,2025-01-07 10:00:00,5.96,7.24,428.54,16.11,9.31,8.8
STN_D,2025-01-07 10:00:00,5.44,7.12,568.73,28.54,11.94,13.02
STN_A,2025-01-07 11:00:00,7.31,7.65,295.51,5.4,3.59,5.43
STN_B,2025-01-07 11:00:00,6.56,7.49,362.09,8.61,6.77,6.59
STN_C,2025-01-07 11:00:00,5.11,7.22,461.98,17.9,8.72,9.99
STN_D,2025-01-07 11:00:00,4.9,7.0,509.36,25.87,12.34,13.18
STN_A,2025-01-07 12:00:00,6.59,7.47,287.43,8.35,5.23,4.2
STN_B,2025-01-07 12:00:00,6.11,7.41,398.88,11.41,5.53,5.9
STN_C,2025-01-07 12:00:00,5.61,7.35,454.24,18.05,9.34,10.08
STN_D,2025-01-07 12:00:00,4.64,7.15,523.47,25.11,11.3,13.87
STN_A,2025-01-07 13:00:00,6.95,7.41,335.11,7.34,3.46,4.63
STN_B,2025-01-07 13:00:00,5.62,7.4,352.62,10.24,4.42,7.03
STN_C,2025-01-07 13:00:00,5.41,7.13,434.45,16.33,9.46,9.75
STN_D,2025-01-07 13:00:00,4.85,6.99,522.8,27.04,12.55,12.84
STN_A,2025-01-07 14:00:00,6.71,7.42,320.2,7.6,3.95,5.21
STN_B,2025-01-07 14:00:00,5.74,7.25,359.26,9.68,5.11,7.18
STN_C,2025-01-07 14:00:00,5.07,7.18,450.61,15.13,9.61,10.57
STN_D,2025-01-07 14:00:00,4.34,7.07,507.24,25.23,11.07,12.01
STN_A,2025-01-07 15:00:00,6.42,7.4,314.12,6.31,3.77,5.25
STN_B,2025-01-07 15:00:00,5.92,7.33,370.03,13.84,5.14,7.38
STN_C,2025-01-07 15:00:00,5.59,7.15,447.05,17.29,9.91,9.23
STN_D,2025-01-07 15:00:00,4.24,6.98,538.65,25.66,11.31,12.9
STN_A,2025-01-07 16:00:00,6.27,7.34,334.77,6.03,5.37,5.58
STN_B,2025-01-07 16:00:00,6.18,7.26,377.84,9.94,5.67,7.38
STN_C,2025-01-07 16:00:00,5.54,7.01,444.6,17.86,7.97,10.44
STN_D,2025-01-07 16:00:00,4.24,6.98,513.31,23.9,12.08,12.96
STN_A,2025-01-07 17:00:00,6.29,7.33,324.88,10.57,4.2,5.68
STN_B,2025-01-07 17:00:00,5.39,7.3,363.63,9.87,5.5,7.8
STN_C,2025-01-07 17:00:00,5.39,7.11,427.1,17.79,9.33,10.19
STN_D,2025-01-07 17:00:00,3.85,6.92,519.13,25.89,10.33,12.99
STN_A,2025-01-07 18:00:00,6.43,7.46,330.48,8.96,3.45,3.94
STN_B,2025-01-07 18:00:00,5.67,7.37,400.99,13.15,6.43,7.31
STN_C,2025-01-07 18:00:00,4.92,7.08,475.12,16.67,10.38,9.89
STN_D,2025-01-07 18:00:00,4.78,6.87,528.88,23.98,10.95,13.22
STN_A,2025-01-07 19:00:00,6.71,7.32,297.6,7.95,4.02,5.42
STN_B,2025-01-07 19:00:00,6.09,7.29,407.92,12.42,5.81,6.12
STN_C,2025-01-07 19:00:00,5.03,7.06,464.49,18.78,8.14,10.19
STN_D,2025-01-07 19:00:00,4.61,7.11,533.4,26.23,12.14,13.32
STN_A,2025-01-07 20:00:00,6.83,7.29,314.85,6.93,4.39,5.83
STN_B,2025-01-07 20:00:00,5.68,7.11,373.9,13.46,6.52,7.35
STN_C,2025-01-07 20:00:00,5.07,7.0,457.82,16.84,10.84,10.43
STN_D,2025-01-07 20:00:00,4.28,6.95,518.69,24.73,12.98,13.2
STN_A,2025-01-07 21:00:00,6.32,7.57,320.83,9.24,3.6,5.31
STN_B,2025-01-07 21:00:00,6.03,7.17,410.32,14.02,5.77,6.43
STN_C,2025-01-07 21:00:00,5.34,7.12,455.42,18.38,9.49,10.96
